gene	M_i	CV
TRAPPC1	0.4627767094375	0.179106296314353
CDV3	0.50013371769031	0.276073920319472
ATP1B3	0.488828377902815	0.232260178669234
LGMN	0.734303473533362	0.396521431245419
SCP2	0.478682571977305	0.217988556112139
PABPC4	0.459734841780102	0.170931125789367
PLEKHO1	0.493865260845335	0.222995079388741
PPP1R9B	0.469496722604804	0.198643757312095
RELB	0.548937029521758	0.2261342950003
TMEM147	0.469709975186336	0.187175701314939
COMMD4	0.488346717721237	0.220251135095031
CLECL1	1.0037184172968	0.538779638201872
TMED10	0.560239256589871	0.327448229322685
E2F4	0.435805748872301	0.186966861476928
EXOSC7	0.460096059733076	0.171455364666637
UBE2I	0.396881268893012	0.119249542015613
NADSYN1	0.510221223940937	0.256083393488701
ERP29	0.465500720768119	0.210538898414591
HSPB1	0.963938592165658	0.51364411831734
MX1	0.503041731293916	0.281369389768656
KDELR1	0.470980481429031	0.170394292893071
GCSAM	0.560607072444103	0.292445850213358
RPS27L	0.559923261071888	0.270309427725857
NELFE	0.443434120309106	0.174924672125157
ST6GAL1	0.602552345453351	0.37093379373451
HMG20B	0.470808560484797	0.164507673018803
CCDC85B	0.608086617012502	0.343944636215587
MSN	0.431906313021098	0.19426463232335
LSM12	0.426428461566726	0.142398735029014
ERO1A	0.636677520520877	0.358756453832724
ARPC2	0.554067350896298	0.318569275969313
RPS5	0.552513989953	0.246881911367251
CS	0.776911382920275	0.381976900405591
PTPRC	0.802045965305815	0.543397982841197
IFITM1	0.502296020149351	0.214296468431334
SRM	0.460216653364631	0.201147743283069
UBB	0.438610405601025	0.160700191085855
ENOPH1	0.452394693274095	0.200088842798285
HINT2	0.458079431229959	0.180833311992913
MRPS18B	0.409462130058656	0.110070432581003
ARPC5L	0.505378725154086	0.286309889378377
RCC1L	0.421625572689857	0.144128380390261
MNDA	0.819538801217005	0.463892287265227
NDUFA12	0.507336183533186	0.255523664085783
PAM16	0.512274471761196	0.232731721259568
PCNA	0.485637854685115	0.239017219037675
FIBP	0.490350438075951	0.227178303716033
HNRNPH1	0.528585367472642	0.27061702396664
RPL37A	0.495757875461217	0.168920494835292
PHF11	0.505312091292567	0.249852823559579
MARS	0.533762667524904	0.280676550729002
LTA4H	0.48742882511213	0.190282263707624
OSBPL9	0.430028890811094	0.171707377723742
MTFP1	0.569138411211234	0.26440355301543
HNRNPDL	0.582464280464315	0.291763849655908
ERGIC2	0.552714406878494	0.311456615871093
ATP5O	0.43488937560899	0.129227837538599
CLNS1A	0.421057176752868	0.160460512870404
TSPAN3	0.529682473476005	0.27001936955136
WBSCR22	0.419100591429806	0.146957464415937
SYF2	0.444532392324892	0.126305444899975
TIFA	0.610345918092731	0.331907533123437
SNX8	0.537098822722702	0.27810066430391
GARS	0.586909059559045	0.343009188951653
NDUFB8	0.49511838801027	0.21754625418926
DPM1	0.456119919648889	0.212221538467719
EIF3D	0.44139419443762	0.156061251954027
RTCB	0.544112273003362	0.290122246915514
ARL1	0.434953974603825	0.174824603580523
PSME3	0.638016615862324	0.399778283216357
SCYL1	0.450779482626368	0.179651106148864
CIB1	0.55968191115214	0.24216140235111
UCHL5	0.486665572331063	0.266658633459827
DBI	0.489646995379661	0.244388101505959
TMA7	0.467578418248714	0.199413954023781
RNF7	0.540647636256969	0.265265222396105
OSTC	0.497313367061683	0.235164008242518
ATP5F1	1.45641940470172	0.764744454832577
RFX5	0.54996729261487	0.326300278523258
DNAJB6	0.483662600066827	0.248504840413828
SNX14	0.683628344019619	0.353056488194133
PPP1R8	0.42055146475386	0.173143215042796
HMOX1	1.0016448746782	0.963549387035498
IRF1	0.545196081172714	0.327115694088126
RPL17	0.479051433217663	0.158912778619561
AK4	0.656557770069477	0.328646613261636
DHX15	0.583668095599217	0.314913240503461
BCAT2	0.454420536238969	0.145881441281974
C19orf48	0.555006734794315	0.248820054148023
SNRPN	0.51484941716713	0.208009839584224
RACK1	0.492899131058473	0.21133223024252
HIST2H2AA4	0.725197429890791	0.370613290584591
ARPC5	0.719113417937351	0.422049164349968
RPL36A	0.492623126705001	0.167138485388074
PMVK	0.467602079278483	0.188518563228923
GNG8	1.32728953052422	0.76896243178414
RTN3	0.442361941272442	0.171341302384291
BLOC1S2	0.454954692727226	0.210935986057213
ARHGAP30	0.59143146998408	0.357705144306
MRPL39	0.458443272533482	0.187884365663434
EMC6	0.430501380039896	0.137335039210728
FTH1	0.623477256200165	0.372070575776265
RBM4	0.454679391092063	0.185265005899852
NUB1	0.720428439797217	0.496401030388202
HN1	0.489958725414565	0.230956535030585
ABHD14B	0.518114697341483	0.206010963331991
AIF1	0.987469234655069	0.535633013575677
HAUS1	0.519723324661297	0.264572221247291
PTPRCAP	0.668797861630465	0.35900300510344
NOB1	0.416932769386413	0.108594045225123
CINP	0.512332950688632	0.242011601902383
DYNLT1	0.527259047366388	0.287024110493492
CARHSP1	0.510396867156783	0.233089370167846
COA3	0.43177862131165	0.13991231626526
SFT2D1	0.465967304358836	0.187269901903683
RPL36AL	0.549275922753125	0.240551730170146
SERP1	0.497705212147052	0.251201437212433
MPC1	0.744049682317198	0.431170437584424
PARP14	0.565338225988463	0.288567815160685
TMC6	0.569615274308836	0.329087049952077
CPSF7	0.434517539358893	0.186624732281473
BOLA2B	0.512499673781235	0.238806072760438
SCD	0.636366424798909	0.362907440978572
PDCD6	0.415314226051746	0.127347445728816
NDUFV2	0.610294711734594	0.351362871647832
PSMB3	0.501146676634613	0.229852355907315
PPP1R12C	0.457383524379588	0.177941146136188
MRPS12	0.463814710596453	0.180889206977117
VOPP1	0.447795952601117	0.196847672489227
PDCD10	0.474361282010872	0.248750354663287
GSTK1	0.436638697654578	0.166649813297394
CCDC12	0.521154117751309	0.260786913410156
COL9A2	0.704158423661514	0.418959536824988
LYN	0.542726795178873	0.29236064020707
HVCN1	0.526114766053986	0.239906027052592
ATP5J2	0.519287458280486	0.28193326757832
MORF4L2	0.486706656212676	0.225045685520203
BANF1	0.486862516175968	0.225273423349969
STAT1	0.53880962230694	0.318119739013668
NCOR2	0.500754941983442	0.241946007320777
SEPT6	0.499289426399969	0.246999520684113
HSPD1	0.464850822186624	0.222277610112476
PAK1	0.480309195134596	0.257056811030741
TRAFD1	0.471765527168014	0.226082538874515
PEA15	0.632050433266872	0.358676742021042
PNISR	0.619827342718399	0.353140620957526
TXNL1	0.559720497862947	0.25237293074199
NDUFA13	0.510000440721051	0.248651802045031
MRPS28	0.467086828050696	0.218574563683503
COASY	0.443994501876057	0.183264887053839
CDKN1A	0.529816472904543	0.253406649415019
PTPN2	0.469280939327888	0.213512571638705
COMT	0.473690266964632	0.211546265700024
RPF2	0.567338364616844	0.300534150311169
SLC25A11	0.450547360296497	0.195363334219429
PRPF31	0.450069630551866	0.197475364525447
HLA-B	1.12655131390269	0.657829658020343
HYOU1	0.605289699714175	0.354342849826717
COX6A1	0.482474379050789	0.200454349377246
ILK	0.513411970965629	0.245134707800081
HDAC2	0.430843474820729	0.180635713311425
SDR39U1	0.592291465469923	0.26847467911941
NOL7	0.417558175821593	0.142059457901224
ATXN2L	0.540354154966744	0.284680155517852
CD82	0.727102202502927	0.44959957876346
HN1L	0.614135583962913	0.415730839044073
MRPS21	0.491114540554886	0.222919376078742
FBXO7	0.399269959818544	0.135309836411048
THAP4	0.444497587695981	0.141782910797541
NFKB1	0.514240737739046	0.275176022568589
RELA	0.446927707605377	0.155967068261648
CSNK1A1	0.503326244420169	0.252422975100319
HSP90AB1	0.462521238073195	0.205725199332523
TSPAN33	0.681134480296042	0.379252119911148
FAM136A	0.459275978226319	0.210103451464835
SH3GLB1	0.453241116911	0.218626633615226
MLEC	0.500744244363553	0.276403187991168
MRPS27	0.445310590868167	0.182926831639476
IDH2	0.565303808013596	0.296273553031681
RPL27A	0.51284640180054	0.212303322034956
MGEA5	0.48382694870463	0.225932475750687
DLST	0.447870711489646	0.166250062244043
PUF60	0.469288921385026	0.206673593072011
STARD7	0.639045468755204	0.319874596094315
METAP2	0.513838233136087	0.261076312984586
DOK3	0.525978499507702	0.225030449085274
RPL13	0.6781562323869	0.300697578527786
CENPH	0.4837530771478	0.225687430285136
SMARCD2	0.406172576945158	0.116386463058925
SSB	0.476443446216002	0.223323667787402
TAF9	0.43488390806448	0.133855026341869
TRIM28	0.460440954067509	0.165963819875642
C6orf48	0.560584023045107	0.318670343129363
UBE2A	0.426920987163394	0.185762132873383
STX16	0.519432663965312	0.26982365274905
PRKCB	0.647322530467149	0.409109041764399
PTMS	0.822919903805202	0.522241466017227
GBE1	0.689900429043342	0.422405743981651
APEH	0.607432355206281	0.333258046453279
UBA1	0.482691092191542	0.222606302836125
FKBP11	0.553609431978658	0.275260514189868
KTN1	0.483424865245345	0.237825577829308
ZNHIT1	0.492767736150635	0.207153989895674
LTB	1.01874048981033	0.67611638277592
GNB2	0.504724998734476	0.191946467867042
EIF2AK2	0.648351753483917	0.428536716423696
ARF5	0.547390374608113	0.250203917355494
NCBP2	0.438556049174775	0.208625875502027
CD70	0.588500770064337	0.271431098766455
UBE2L6	0.532541040636034	0.279742526039229
APBB1IP	0.432890455955252	0.161882152239662
HIST1H2BK	0.793354515149958	0.473893745629898
TNFAIP3	0.521660311691779	0.259237713565998
CBX1	0.464494901060139	0.224891796995375
PPIL3	0.634894991336324	0.31256863031687
ATP5B	0.541114451713811	0.24692794168072
PDCD2	0.391052369061689	0.123665994424734
VPS51	0.519754814193729	0.242697975565018
TXNDC5	0.899109095046148	0.583890909091305
RWDD1	0.52263048812049	0.263515372732227
UBE2N	0.480653050926895	0.270900382173755
RABL6	0.419686920565068	0.162984523911843
GTF3C6	0.490882893579461	0.289721909896016
GRSF1	0.543929735627894	0.315910490424208
SPTAN1	0.567686760785568	0.292827256314455
ARHGEF2	0.440261033965861	0.181276368495327
RPL38	0.498501121715654	0.180350804325162
TERF2IP	0.417113340744804	0.134900528791625
IFI44L	0.747015664088274	0.503784384391694
ARPC4	0.487798081292501	0.252318497418583
MKNK2	0.627679525666794	0.360853439450817
KARS	0.399133715779793	0.129956706996773
CIRBP	0.451902328748768	0.206246760669845
BOLA3	0.439980240317924	0.189285533053327
LDHB	0.456945300136457	0.176857627698782
RPS10	0.461953409149528	0.134446461744486
CD22	0.535804074531298	0.264497935202429
RNF181	0.539612856584966	0.213634509447986
CCDC58	0.55981925264906	0.286984796698002
AKR1A1	0.416391361512402	0.136341285470494
JCHAIN	1.75107458567944	1.25859034869801
PMPCB	0.426073120645292	0.16480036302097
COX7A2	0.46067913839491	0.170967631277758
EMP3	0.565397077991858	0.268191237970979
DAZAP1	0.43323542767119	0.177637847181449
SPCS2	0.471480087513027	0.239633393918581
IRF8	0.66766948757896	0.419303565782963
HSPB11	0.536207322378097	0.305024855706951
PSMC2	0.604809411089182	0.475526109255793
CHD4	0.507667512707845	0.254253118975699
SNRPA	0.454368190040525	0.184232565472647
MTA2	0.427215577707571	0.173778138429089
CACYBP	0.516701793069377	0.268688524685151
PPA1	0.435321640252419	0.165630392545799
MCM5	0.498050240914225	0.272576568477998
PRELID1	0.539228333114242	0.273423884971614
TFRC	0.667044661856537	0.37625906337578
CENPM	0.618231764687268	0.329685375709579
LAMTOR2	0.442264284410193	0.185596227641884
ALDOC	0.67892046509571	0.318602197090726
TFG	0.427093405238102	0.152149952276382
NOC2L	0.448651971061597	0.171624790183792
COPE	0.437341891792152	0.139022039902754
SP140	0.676621600643443	0.395563741709814
GPS1	0.43640528164305	0.172391072159652
TMEM205	0.456406450892103	0.172204899339727
PLK1	0.582283232458125	0.336777721255789
PFDN5	0.522990553242221	0.211526722677515
SQRDL	0.451966444072973	0.183574747963695
SAMD1	0.480857022613126	0.200795380265592
UTP4	0.41373052100253	0.149313833094529
C17orf62	0.473192125154786	0.196817744575083
CCDC167	0.538695865077244	0.284253442851708
TRIP10	0.502229512298567	0.225750530075443
ACADM	0.754503891358994	0.458366690276129
PPP1CA	0.417879596865743	0.129864111618166
CDK5RAP3	0.497484114322938	0.249978637684786
TCF25	0.425808876017466	0.14790107539827
S100A11	0.802476857233541	0.501420036138236
ECH1	0.460667672404019	0.178528934535512
BCL2L1	0.515844061659383	0.308035166013339
ZNHIT3	0.425935742585162	0.130567661965268
COPS6	0.429848662155173	0.138406382201411
NSA2	0.682494112061426	0.3291914149579
KLC1	0.43049466235435	0.19346808992894
EIF2S3	0.468574240528869	0.201303850878197
RAB1A	0.458204787596787	0.201588619577241
VPS29	0.568673142534434	0.28469193445578
CHCHD2	0.437812495212967	0.152455878598864
CCDC28B	0.526518714950954	0.264362281030041
ACIN1	0.430656097494348	0.158920033829904
EIF6	0.437501160903465	0.149343170033005
MEMO1	0.470060368903185	0.220772552784381
ANKRD10	0.717608682698202	0.440084488025348
MEF2B	1.09998890405177	0.564993958629504
FKBP8	0.485729495631793	0.167258720738091
CR2	0.992266860570098	0.581293763635172
TSR3	0.494667082744902	0.205429766895183
SNRPF	0.532183448372823	0.281172422528728
CD79B	0.544763968598677	0.273301312371716
MBD1	0.536756014940968	0.29171635709162
PFDN6	0.573019363555002	0.324482788066673
PRPF19	0.44915249318244	0.175689962835703
CDK2AP1	0.702439794678494	0.462148997486602
KCMF1	0.479754117958717	0.20477604082103
SLC25A5	0.476598326843158	0.223942080451215
DDX47	0.441095780743158	0.184300497293421
PABPC1	0.437225393302784	0.147006124677171
CD59	0.471412305446214	0.248880882880974
NFKB2	0.519433155742538	0.255726599348297
BTG3	0.498937453984132	0.238366863915956
GADD45B	0.621980184584154	0.371640371959687
RPS3	0.503742508335451	0.20079874606536
IL21R	0.550432885593812	0.302555625156317
SRP72	0.600083486395386	0.343372317633133
PRKCD	0.465411627910732	0.206106026614798
WIPI2	0.444728516767829	0.164508423694206
RPL15	0.425587912484336	0.083682175455698
VASP	0.466030838041556	0.223330346978461
IRF3	0.455730673057762	0.164621861245012
MRPL58	0.417299327116918	0.144566779436939
PIH1D1	0.442933130857202	0.153456735162218
PFKL	0.530661846880355	0.250604616224598
HUWE1	0.449183340423424	0.193754763522821
ACTG1	0.53742166185466	0.299084779369328
NME2	0.469841354949392	0.175856213205823
NIPA2	0.488755074809548	0.277876993088415
DECR1	0.495299340363602	0.29335299863957
MFF	0.45769519850162	0.167965137930291
EIF4A3	0.52381702365032	0.284916010400275
DDX18	0.475126317870652	0.238934376983154
HNRNPD	0.537995516748512	0.292018874735889
CARD11	0.538913582866893	0.326713912941825
COA6	0.461221937426048	0.174884906848976
RPS27	0.585025612635074	0.292462362697542
SREBF2	0.566660297998708	0.28214271152954
TPP1	0.556983488753293	0.298165532392683
H2AFZ	0.482084809978504	0.24031241964121
RDH11	0.508086240579076	0.278120538462133
PGLS	0.540394148815706	0.228884714879871
PHB	0.445421096661827	0.175538869170957
DDOST	0.425807926788625	0.171549195582259
RPL8	0.564401232130243	0.261178909777577
RAB8A	0.434915219032934	0.216328397957622
M6PR	0.480798847711127	0.216456082181141
ORMDL3	0.532145862741995	0.239827742865975
NT5DC1	0.648084725525496	0.374964563792074
ALYREF	0.462034297074759	0.21732231322765
IQGAP1	0.790026626910813	0.451560492352006
LRPPRC	0.469763444988978	0.200577753360256
THOC3	0.570819979701888	0.30330315829459
PQBP1	0.483248940934521	0.190229548190028
AKT2	0.58199094869001	0.311130165288455
ICAM3	0.498758874956861	0.236009096141408
SRP19	0.491937193285093	0.241821998431718
VDAC2	0.429156698217064	0.127520959623286
OAS1	0.548269058925237	0.271073905987226
EEF2	0.540619029546273	0.28966066832919
NDUFA2	0.502992551821113	0.201839085055897
PRMT1	0.436045171883752	0.171898720902594
CCNC	0.479595766483047	0.254652553995976
UBE2Q1	0.389034438913567	0.0890106045872088
MYO1C	0.433010091946249	0.16896179215608
TRA2A	0.548924017530433	0.277253034015106
MRPS26	0.501867346727447	0.211878965492793
BABAM1	0.406798845065972	0.131778935722012
TSTD1	0.631869160557391	0.272896947923764
MPRIP	0.435891377940344	0.175087657099499
VAMP8	0.436123254956791	0.181705671722883
NCAPH2	0.449398328001653	0.153710984142045
TIMM10	0.478581342175002	0.194270309114117
IER2	0.559598819425213	0.295824675053635
ATP5C1	0.555288910218363	0.256482696547041
NUP93	0.451710590396368	0.227619047562146
REPIN1	0.443244831351732	0.160722543089905
FKBP3	0.511743765533254	0.261315363356966
DARS	0.485280008216535	0.212088080328647
HLA-DMB	0.712580776913025	0.445988683498667
NAA20	0.430720866480971	0.177515057925562
NECAP2	0.50683149273116	0.216536765729159
STAT5A	0.638844149046454	0.34483410988664
MPC2	0.497979788822651	0.253267394438944
C7orf50	0.501661442572641	0.210277185760711
ZFAND5	0.500229190264141	0.20525675950218
SLAMF6	0.597830400611833	0.304248154187015
GMFG	0.578668422745033	0.264239376181895
PML	0.443438915391899	0.155246561977836
VPS72	0.407510358618286	0.120988611337891
STK26	0.599013192928409	0.348347262364707
RPL28	0.587738595658822	0.270635614393943
LASP1	0.437978168667271	0.188617074541276
PSENEN	0.534887713479997	0.274910476950775
UQCRC1	0.451330193437275	0.202767471140638
TCL1A	0.775837002416316	0.548857227200951
MRPS15	0.467018865794853	0.203605829817145
EIF4A2	0.712142737064086	0.379563448795778
VBP1	0.44775633525629	0.194758136593027
EIF4B	0.585903181178856	0.328852324182509
LGALS1	0.68197878385272	0.343840865016685
ACP5	0.869998459672701	0.529354604005349
MFNG	0.557839606605998	0.30063229914735
EIF3I	0.417578177970084	0.105130595366575
HDGF	0.422596855603592	0.169626403666616
TMEM14B	0.447208048984242	0.154099854790821
TIMM13	0.470880334462107	0.175922731954508
OAS3	0.592291435164629	0.315644860264648
IRF4	0.491548566470472	0.262293706141531
DNAJB1	1.01581965624939	0.571827964835876
RUVBL1	0.466186249557721	0.222875673951122
FGR	0.739618320876883	0.42892134898429
CYTIP	0.638460733731524	0.335552001826514
MAPRE1	0.443430428748171	0.215433702979889
MVD	0.511538259727847	0.274477142976177
PCBD1	0.548124953349311	0.273110258302638
PSMD13	0.53423199133517	0.291152882754435
MGAT1	0.508608210392712	0.253492811140323
LARP7	0.53973426191806	0.265564565683749
ADA	0.488392015888542	0.230346410639458
TYW3	0.56894138387036	0.358723251407064
DNAJB11	0.517691657715016	0.30254839865843
GOSR2	0.458428191261714	0.234322154550285
EML2	0.541825714303897	0.262905464667317
FEN1	0.502701667406208	0.30212805896989
IFI6	0.679198534758486	0.376001437357143
USP10	0.600116214614714	0.31897016478407
RPL29	0.499323527914367	0.161642772668571
MRPL23	0.485147998273448	0.19383203181019
HDDC2	0.429513604190497	0.152134311331898
CMC1	0.485244387050217	0.207244434966283
PES1	0.430347772645452	0.147932112711746
GPI	0.517597244828087	0.20555387045966
STUB1	0.448699863634106	0.173443965253273
LAMP1	0.541649773922262	0.292648380177963
YBX1	0.399723666318288	0.124933729331234
SMN2	0.719436451098038	0.378880090839821
EFTUD2	0.423968714817027	0.174434308859501
GRAMD1A	0.494165871318441	0.206967623284279
PPCS	0.571829510220339	0.270365926319807
NDUFA4	0.486677261306724	0.239672213781189
EGLN2	0.461351082180718	0.177726007863007
SET	0.523941397323108	0.303802504129284
PSMB10	0.462609112746196	0.16153950028459
ANXA6	0.459633719791799	0.192628781996781
SMIM19	0.509889792365878	0.223208731171495
RPL35	0.487095630944782	0.168397074693764
GTF3A	0.460721697076343	0.195454357825276
AK6	0.448669644568925	0.204897830878295
PSMA6	0.429041627478096	0.173529147995233
RNF167	0.437542896136264	0.140011436834466
GTF2I	0.649168496996199	0.357449901194229
TOP2A	0.693586359294303	0.428821488871451
ALOX5	0.666383910887908	0.363056987833159
ATOX1	0.505242832927009	0.207591267481547
RAB9A	0.48944813019281	0.237629950259628
TXN2	0.42717793469292	0.109022609876359
ARHGAP45	0.484098307706043	0.210860276344658
DDX23	0.472455794127201	0.212332453004603
AC138969.4	0.705856012146284	0.557024296243186
FAM192A	0.46291932240447	0.219490165830972
LAPTM4A	0.478709539559107	0.228667447304288
ARPC1A	0.590634712285612	0.294777756949976
ELF1	0.591571805793044	0.345348137259917
EIF3C	0.633722024021238	0.339434133802413
SNX5	0.534114882516136	0.270881234687064
IFNGR1	0.677301898151637	0.385662412843201
TLN1	0.535559376834029	0.300972411769705
PFN1	0.492572168533175	0.240117661085779
NUCB1	0.616713496988055	0.332929225330949
CCAR2	0.531340047749685	0.271169520306592
GRN	0.556677746215196	0.316767956960157
SLX1A	1.55164363933882	0.494655856426188
IDH3G	0.463039519646138	0.169214144754584
TMEM230	0.483002402919005	0.202327968685018
DUSP2	0.712126643980416	0.412798749115182
EIF4G2	0.528626452151769	0.331284087690413
UQCC2	0.551607825057456	0.277980384692975
IST1	0.678133353967446	0.453664292237814
RPS6	0.472245810870846	0.155310581653375
SMIM14	0.853614502934377	0.540259818873431
NR3C1	0.545327326964278	0.270931740558571
MYL6	0.522796131316953	0.287859733879511
CAPNS1	0.51126438160429	0.230759586594956
NCKAP1L	0.448081677991871	0.189020566936848
EBI3	0.587155103278599	0.286558132908582
POLR1D	0.457916714057742	0.166905874415862
ZFAND3	0.484722337856329	0.255281038332091
EIF2AK1	0.448617995947406	0.176265062635369
PRELID3B	0.531738786736337	0.312703356311965
FBL	0.512810199051517	0.230166950936792
SEPT1	0.525993744238871	0.227814214092329
NDUFA5	0.655981575960477	0.343245678045618
SRRT	0.417268164440978	0.142139852279967
UBA2	0.492587448371151	0.234442189996255
NARS	0.588222891888769	0.411759814047357
C12orf75	0.629862988081551	0.372947720723054
STAU1	0.418670478175489	0.173726066457416
RABGAP1L	0.582690571278213	0.285066466241538
ANGPTL6	0.815810267740741	0.440955321927059
PRRC2B	0.484257439737785	0.227102765029781
ACP1	0.439527401926992	0.195947973204943
GUK1	0.439584078304622	0.147969485331764
APOBEC3G	0.477205092009712	0.209453840874934
PHPT1	0.531336305503319	0.20308373241146
RNF114	0.424541656634322	0.125019429449589
SPTBN1	0.754941756400422	0.424722932674794
COX6C	0.868027907946891	0.653315818346867
RPL14	0.51905840740655	0.225711955640323
DHX9	0.813195723411557	0.456370051575027
HLA-DPA1	0.544843317597314	0.259384603032079
LYAR	0.469859189521809	0.219979161525559
C19orf24	0.495196798679706	0.173402528358322
CCNB2	0.509381884576735	0.264095855745609
WBP2	0.497512923821365	0.187408708224721
ACAT1	0.527557790234534	0.28729355026304
SLIRP	0.49413059458933	0.24607732867948
TRAPPC2L	0.50423694533775	0.206619510964653
AP2S1	0.443261152787601	0.150407109211912
CAPZA1	0.448835835158866	0.192298548183402
PDHA1	0.501341719833445	0.24116016754375
RAPGEF1	0.546897955039505	0.299748134377279
SMAD2	0.461814886207562	0.204201922071124
SRI	0.589318089492712	0.336417760098441
PSMB7	0.398398898432918	0.105500542468818
HNRNPU	0.419075486811102	0.166031875859785
IL2RB	0.707760813294033	0.440037840367876
TPM3	0.416093073500976	0.178514241621422
SRSF2	0.462028486557045	0.227123344802669
CHMP4A	0.46669345135202	0.212370711911059
RPL22	0.438538319586541	0.112029806536358
SNW1	0.412491986621599	0.140928909760779
MRPL14	0.431806907527389	0.133219753637014
ZMAT2	0.444753492325289	0.167573011796041
C9orf16	0.556534673979552	0.238302054077115
SMARCB1	0.448977575892594	0.178930454601617
FAM3C	0.660690882344472	0.337819355135471
H2AFV	0.464369666522655	0.209154030095737
SSRP1	0.466159035493195	0.226747943195711
OTUD5	0.47011093216105	0.201744340664406
CHCHD1	0.452639522678477	0.171962063631008
SEC61A1	0.631170949965463	0.360852334250506
RTFDC1	0.415072374531969	0.14835705574021
LCP1	0.463695464059565	0.234965725700139
HMOX2	0.425178335293616	0.169831369609737
CENPW	0.649994283036779	0.396694608130515
RPL37	0.664510119764238	0.406650087930958
CTDNEP1	0.437667842435346	0.142138101340807
PCCB	0.458848605323704	0.215900572427689
DPM3	0.59620104364879	0.283048797780399
SF3B2	0.411889882756414	0.124869660520654
CNOT9	0.397345158746995	0.157492243801599
RAB4B	0.518629909743815	0.266366854675335
NME1	0.521670859554124	0.252635685210185
FAM50A	0.464096856793181	0.172628294599183
U2AF1	0.653017888599615	0.465408660486211
CHCHD10	0.532602183898499	0.263417700331811
GRHPR	0.528318176739752	0.309838177086083
EVI2B	0.652505438504574	0.354326328491404
MED10	0.440083301002712	0.184005652457494
BOP1	0.464157619735837	0.19778821308283
NAA50	0.533839688374375	0.307683593342451
CPOX	0.539810060964776	0.269181079374865
WDR75	0.462016523769513	0.206462537704406
TMPO	0.513323740504319	0.298036266913467
CDC42SE1	0.444576493800047	0.190605099708973
SNRPB2	0.462284174224363	0.191044650198233
SEMA7A	0.574446692875864	0.345177212681431
STAP1	0.663471570969694	0.36229728904274
RPS21	0.519926507853199	0.194195254411113
SEC13	0.4392403332157	0.161453009524632
TWF2	0.461535899184996	0.208385322269481
RPL21	0.465566386494468	0.164329801770835
ARHGEF7	0.516351691409944	0.248226629886719
PPIB	0.487127920906654	0.23807968660495
MARCKSL1	0.636024192912974	0.4107545935561
RPS4X	0.66915850271621	0.313225130608335
